,AdaBoostRegressor_m
128,32.696804020112
129,49.05995023728818
130,49.96027271061469
131,54.88041204141112
132,39.78872610636451
133,62.30319430152501
134,67.00277719077563
135,63.59952315895384
136,46.027719282528565
137,65.4925753472474
138,45.17077662389167
139,42.271474257622586
140,58.94685228323336
141,32.696804020112
142,34.84394824448999
143,30.645905480974996
144,40.498921751078264
145,65.4925753472474
146,30.863011479938706
147,63.870240812520855
148,62.802586067126086
149,58.94685228323336
150,49.764723388677936
151,58.94685228323336
152,55.190469351080004
153,63.59952315895384
154,42.271474257622586
155,65.73675096663125
156,66.61884270152694
157,43.381285571140815
158,36.804255419921446
159,65.75159891702779
160,39.43770498221612
161,58.94685228323336
162,64.95552370954121
163,30.645905480974996
164,57.687325635452396
165,32.696804020112
166,53.35162248685083
167,63.685483854120854
168,30.4070072845
169,39.78872610636451
170,62.80067193623103
171,58.225703359499995
172,60.77986157477716
173,53.35162248685083
174,41.52013980232
175,45.689711565529706
176,58.2257033595
177,65.73675096663125
178,42.49602527105555
179,39.78872610636451
180,41.54230423269167
181,32.57711390905359
182,38.08735722983225
183,58.225703359499995
184,32.696804020112
185,34.84394824448999
186,63.85895518035835
187,41.54230423269167
188,63.52289977343182
189,41.54230423269167
190,36.8978781017129
191,47.67258274812106
192,34.250695066175
193,49.30830543771998
194,53.700204116100004
195,63.59952315895384
196,62.802586067126086
197,46.216649508825
198,47.03187225647322
199,48.9652764792
200,39.43770498221612
201,37.20739356941111
202,36.804255419921446
203,57.338529604157145
204,63.52289977343182
205,49.38432611586284
206,41.54230423269167
207,54.88041204141112
208,38.15079621763226
209,55.22146159127932
210,39.90555772360405
211,60.12246400027138
212,64.95552370954121
213,65.75159891702779
214,32.696804020112
215,38.18392769919758
216,44.13461531972593
217,67.00277719077563
218,60.86792577007777
219,37.20739356941111
220,34.051087139499984
221,47.34049075901249
222,39.78872610636451
223,63.03766107561249
224,65.75159891702779
225,41.33190766021249
226,62.802586067126086
227,41.54230423269167
228,47.34049075901249
229,32.696804020112
230,55.99777104984525
231,34.80841203174996
232,51.028377334711934
233,30.20091599103333
234,63.870240812520855
235,38.08688878907501
236,49.38432611586284
237,53.438108620844694
238,47.46669881665804
239,34.84394824448999
240,40.498921751078264
241,53.35162248685083
242,32.696804020112
243,63.85895518035835
244,63.870240812520855
245,34.051087139499984
246,34.84394824448999
247,49.30830543771998
248,34.051087139499984
249,65.4925753472474
250,27.966553057749998
251,53.438108620844694
252,49.96027271061469
253,54.29788061694289
254,46.216649508825
255,54.29788061694289
256,47.67258274812106
257,34.84394824448999
258,34.80841203174996
259,66.69799981642106
260,49.38432611586284
261,62.80067193623103
262,63.685483854120854
263,27.673088220587495
264,34.80841203174996
265,60.86792577007777
266,41.54230423269167
267,49.30830543771998
268,49.38432611586284
269,45.17077662389167
270,60.12246400027138
271,62.802586067126086
272,34.250695066175
273,49.38432611586284
274,65.60495430159091
275,62.30319430152501
276,47.46669881665804
277,63.03766107561249
278,45.689711565529706
279,27.966553057749998
280,62.30319430152501
281,48.4494203688651
282,32.696804020112
283,49.30830543771998
284,41.54230423269167
285,49.30830543771998
286,43.92049523277858
287,60.28037383773618
288,30.863011479938706
289,53.35162248685083
290,44.92306480657665
291,48.9652764792
292,59.26998755020911
293,49.764723388677936
294,55.430028356125
295,59.26998755020911
296,44.92306480657665
297,60.86792577007777
298,60.86792577007777
299,41.4217936233
