,AdaBoostRegressor_m
238,25.455473557212443
239,12.168054476347114
240,4.1057736410207255
241,11.539191872139183
242,26.58274339078276
243,31.036546503149996
244,26.573981868578723
245,31.84376503697334
246,12.680305678670562
247,8.3997672002559
248,12.94405560750016
249,12.266529188249343
250,-4.125292096481626
251,4.508247851402882
252,12.680305678670562
253,-1.5078749518377441
254,32.648325324174216
255,4.6417982074364454
256,26.902747506682914
257,32.648325324174216
258,26.606506239625176
259,12.680305678670562
260,12.680305678670562
261,12.713000688647687
262,12.680305678670562
263,13.268561195436666
264,26.623012381762717
265,12.243683674610207
266,10.874649519723233
267,4.1057736410207255
268,12.94405560750016
269,2.9768854944412406
270,2.3425125232598925
271,12.680305678670562
272,-4.125292096481626
273,12.713000688647687
274,13.83792418589853
275,7.446581508056064
276,25.455473557212443
277,12.358086571741334
278,1.8151196714883442
279,5.958951754544187
280,12.713000688647687
281,11.07852329152826
282,27.17512198836
283,1.8151196714883442
284,27.639039489593834
285,31.755859590648395
286,1.870653461713329
287,24.998421401114268
288,20.13350255611586
289,25.303911387900307
290,12.243683674610207
291,1.870653461713329
292,12.358086571741334
293,27.17512198836
294,32.648325324174216
295,16.35937528954903
296,12.299110081992977
297,25.303911387900307
298,32.648325324174216
299,9.806735787080767
