,0
99,18.199231144275608
100,-10.745802192854544
101,-14.359905133937405
102,-14.359905133937405
103,24.2060468931
104,42.395478111691666
105,47.7024561734
106,9.943895088752724
107,9.693136675592001
108,9.943895088752724
109,31.921402376384997
110,42.395478111691666
111,9.693136675592001
112,-14.359905133937405
113,73.82116847569999
114,33.88115084125
115,25.453215084388237
116,31.493750818825
117,6.757706533612724
118,-8.019630921591462
119,11.527494632790626
120,-14.359905133937405
121,15.967478720499999
122,9.943895088752724
123,-14.359905133937405
124,12.968048507676844
125,30.390550006199998
126,-8.019630921591462
127,18.199231144275608
128,18.199231144275608
129,31.921402376384997
130,21.0279404462
131,9.693136675592001
132,31.75747595848
133,42.395478111691666
134,-14.359905133937405
135,-28.1251359242
136,18.199231144275608
137,-14.359905133937405
138,29.7323680285
139,20.7909776936
140,35.79639119352941
141,13.120943831967143
142,9.693136675592001
143,9.693136675592001
144,6.757706533612724
145,-14.359905133937405
146,6.881987783545
147,9.693136675592001
148,-14.359905133937405
149,6.757706533612724
150,-8.019630921591462
151,15.967478720499999
152,15.924089015949997
153,37.37332219581111
154,18.199231144275608
155,45.47453792318
156,18.199231144275608
157,1.0385443188745
158,29.4259310655
159,9.943895088752724
160,9.943895088752724
161,46.811003492385716
162,-14.359905133937405
163,0.15167323411664488
164,27.516016934819998
165,0.974904933169
166,6.757706533612724
167,46.811003492385716
168,19.817483141052634
169,11.527494632790626
170,18.199231144275608
171,63.203829180599996
172,35.79639119352941
173,9.943895088752724
174,9.693136675592001
175,6.881987783545
176,-17.851328094449997
177,12.968048507676844
178,25.453215084388237
179,9.943895088752724
180,9.943895088752724
181,6.757706533612724
182,9.943895088752724
183,-4.6470601123425
184,37.60736902535
185,6.881987783545
186,73.82116847569999
187,6.881987783545
188,15.967478720499999
189,6.881987783545
190,6.881987783545
191,11.527494632790626
192,6.757706533612724
193,-1.2375040279294078
194,31.921402376384997
195,-14.359905133937405
196,41.94292776286
197,38.39952413533334
198,36.476982876828565
199,50.7479135772
200,9.943895088752724
201,12.968048507676844
202,19.817483141052634
203,6.757706533612724
204,38.64721935472
205,15.967478720499999
206,15.924089015949997
207,-8.019630921591462
208,19.817483141052634
209,18.199231144275608
210,25.453215084388237
211,-14.359905133937405
212,11.527494632790626
213,-14.359905133937405
214,15.268004327592857
215,0.974904933169
216,12.968048507676844
217,18.199231144275608
218,12.968048507676844
219,0.15167323411664488
220,18.199231144275608
221,26.99012957968
222,6.757706533612724
223,38.64721935472
224,-14.359905133937405
225,20.7909776936
226,53.42943095903333
227,6.757706533612724
228,15.967478720499999
229,9.943895088752724
230,9.693136675592001
231,11.527494632790626
232,31.921402376384997
233,9.693136675592001
234,42.395478111691666
235,0.15167323411664488
236,31.921402376384997
237,15.924089015949997
238,31.493750818825
239,15.967478720499999
240,6.881987783545
241,9.943895088752724
242,31.75747595848
243,73.82116847569999
244,42.395478111691666
245,37.60736902535
246,12.968048507676844
247,6.757706533612724
248,15.924089015949997
249,6.757706533612724
250,-7.732711110332501
251,-8.019630921591462
252,18.199231144275608
253,-8.019630921591462
254,47.80582369863333
255,-8.019630921591462
256,36.476982876828565
257,26.040828832600003
258,19.817483141052634
259,12.968048507676844
260,12.968048507676844
261,12.968048507676844
262,18.199231144275608
263,5.052251560315
264,31.75747595848
265,9.943895088752724
266,9.693136675592001
267,-8.019630921591462
268,18.199231144275608
269,0.15167323411664488
270,-14.359905133937405
271,12.968048507676844
272,-7.732711110332501
273,15.924089015949997
274,18.199231144275608
275,6.757706533612724
276,31.493750818825
277,18.199231144275608
278,0.15167323411664488
279,1.0385443188745
280,9.943895088752724
281,9.943895088752724
282,19.817483141052634
283,-8.019630921591462
284,31.073443371571425
285,45.2584928259
286,0.15167323411664488
287,35.79639119352941
288,18.550434822049997
289,31.921402376384997
290,9.943895088752724
291,-8.019630921591462
292,15.924089015949997
293,31.921402376384997
294,58.442899536599995
295,18.199231144275608
296,15.924089015949997
297,41.94292776286
298,63.203829180599996
299,6.757706533612724
