,0
276,29.096980153919908
277,12.374790591911607
278,-2.3059586300198314
279,8.171593892808277
280,13.521059896526774
281,11.397806557923046
282,28.267482014972472
283,-6.661421351074567
284,29.96875311239257
285,47.1253229110158
286,-0.2460836456750879
287,34.714961224883815
288,26.048873297901917
289,33.88729398908333
290,11.942797264946378
291,-6.35154326006896
292,12.52725532294391
293,33.995525544646604
294,50.39567600651835
295,16.30759079431648
296,12.52725532294391
297,36.32712139725
298,60.02382542087437
299,10.755893140891574
