,treeDecision_regresion_m
249,8.6189996864265
250,-8.37356895607
251,-6.68159132468
252,15.43190928
253,-14.6986494969
254,45.2584928259
255,-6.68159132468
256,30.6395100661
257,29.5742243163
258,24.697520234000002
259,13.447346553849998
260,13.465828878727272
261,13.447346553849998
262,18.60997516369167
263,7.60578198115
264,24.697520234000002
265,12.3700783941
266,12.8054736281
267,-13.527877176099999
268,13.1767449258
269,-0.516521122099
270,-14.424731123280955
271,11.5646148053
272,-2.6382271146000003
273,16.8530378635
274,17.5524235766
275,3.28720151519
276,28.09010728645
277,18.2521212555
278,-5.68973173486
279,1.4084641972999998
280,14.2647995367
281,8.8528363748075
282,17.0419298008
283,-11.8663458098
284,23.8940242493
285,38.279637361
286,-4.844019616730001
287,45.528717827
288,24.697520234000002
289,37.954268940300004
290,10.7182024562
291,-6.176359038385
292,16.8530378635
293,33.45021206836667
294,45.2584928259
295,19.0888768077
296,15.842512386500001
297,38.095151199600004
298,65.2551812316
299,4.31345752756
