,AdaBoostRegressor_m
248,14.915399580982152
249,12.662436263345942
250,-4.735074433724752
251,-2.923371284251219
252,15.747995682780115
253,-6.782329469255386
254,44.68210275287272
255,-3.630110291620178
256,32.34207114807171
257,33.1102979803
258,25.236954653210642
259,14.614642008790462
260,14.839833116829642
261,14.915399580982152
262,18.404334397065398
263,15.097467744322095
264,24.051841206532323
265,12.515666385774601
266,11.731677966797001
267,-6.065487889952676
268,14.918973165299265
269,-0.05409487152569161
270,-8.808838119878274
271,13.968416047316667
272,-2.091266777692339
273,14.183666939114334
274,18.074374442637012
275,11.517928740899999
276,29.441415672016
277,17.02189772266044
278,-3.1558532590944464
279,4.195292402811576
280,12.893455737296334
281,11.731677966797001
282,27.29289743426537
283,-6.1811550362285494
284,28.90267499791449
285,48.14542938603028
286,-1.9080919104376308
287,35.02759404149656
288,21.478692799061545
289,36.01932026565807
290,12.273931677740068
291,-3.1432493032507245
292,12.515666385774601
293,34.79151175228688
294,52.979637457488266
295,19.379521155702836
296,12.515666385774601
297,34.79151175228688
298,56.13195096430502
299,12.209765629288707
